id,code,name,ciiu_type,section,parent_id:id,is_dian_special,active
ciiu_section_a,A,Agricultura ganaderia caza silvicultura y pesca,section,A,,False,True
ciiu_section_b,B,Explotacion de minas y canteras,section,B,,False,True
ciiu_section_c,C,Industrias manufactureras,section,C,,False,True
ciiu_section_d,D,Suministro de electricidad gas vapor y aire acondicionado,section,D,,False,True
ciiu_section_e,E,Distribucion de agua evacuacion y tratamiento de aguas residuales gestion de desechos,section,E,,False,True
ciiu_section_f,F,Construccion,section,F,,False,True
ciiu_section_g,G,Comercio al por mayor y al por menor reparacion de vehiculos automotores y motocicletas,section,G,,False,True
ciiu_section_h,H,Transporte y almacenamiento,section,H,,False,True
ciiu_section_i,I,Alojamiento y servicios de comida,section,I,,False,True
ciiu_section_j,J,Informacion y comunicaciones,section,J,,False,True
ciiu_section_k,K,Actividades financieras y de seguros,section,K,,False,True
ciiu_section_l,L,Actividades inmobiliarias,section,L,,False,True
ciiu_section_m,M,Actividades profesionales cientificas y tecnicas,section,M,,False,True
ciiu_section_n,N,Actividades de servicios administrativos y de apoyo,section,N,,False,True
ciiu_section_o,O,Administracion publica y defensa planes de seguridad social de afiliacion obligatoria,section,O,,False,True
ciiu_section_p,P,Educacion,section,P,,False,True
ciiu_section_q,Q,Actividades de atencion de la salud humana y de asistencia social,section,Q,,False,True
ciiu_section_r,R,Actividades artisticas de entretenimiento y recreacion,section,R,,False,True
ciiu_section_s,S,Otras actividades de servicios,section,S,,False,True
ciiu_section_t,T,Actividades de los hogares individuales como empleadores,section,T,,False,True
ciiu_section_u,U,Actividades de organizaciones y entidades extraterritoriales,section,U,,False,True
ciiu_dian_0010,0010,Asalariados,dian,DIAN,,True,True
ciiu_dian_0020,0020,Pensionados,dian,DIAN,,True,True
ciiu_dian_0081,0081,Personas naturales sin actividad economica,dian,DIAN,,True,True
ciiu_dian_0082,0082,Personas naturales subsidiadas por terceros,dian,DIAN,,True,True
ciiu_dian_0090,0090,Rentistas de capital solo para personas naturales,dian,DIAN,,True,True
ciiu_div_01,01,Agricultura  ganadería  caza y actividades de servicios conexas,division,A,ciiu_section_a,False,True
ciiu_group_011,011,Cultivos agrícolas transitorios,group,A,ciiu_div_01,False,True
ciiu_0111,0111,Cultivo de cereales (excepto arroz)  legumbres y semillas oleaginosas,class,A,ciiu_group_011,False,True
ciiu_0112,0112,Cultivo de arroz,class,A,ciiu_group_011,False,True
ciiu_0113,0113,Cultivo de hortalizas  raíces y tubérculos,class,A,ciiu_group_011,False,True
ciiu_0114,0114,Cultivo de tabaco,class,A,ciiu_group_011,False,True
ciiu_0115,0115,Cultivo de plantas textiles,class,A,ciiu_group_011,False,True
ciiu_0119,0119,Otros cultivos transitorios n.c.p.,class,A,ciiu_group_011,False,True
ciiu_group_012,012,Cultivos agrícolas permanentes,group,A,ciiu_div_01,False,True
ciiu_0121,0121,Cultivo de frutas tropicales y subtropicales,class,A,ciiu_group_012,False,True
ciiu_0122,0122,Cultivo de plátano y banano,class,A,ciiu_group_012,False,True
ciiu_0123,0123,Cultivo de café,class,A,ciiu_group_012,False,True
ciiu_0124,0124,Cultivo de caña de azúcar,class,A,ciiu_group_012,False,True
ciiu_0125,0125,Cultivo de flor de corte,class,A,ciiu_group_012,False,True
ciiu_0126,0126,Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,class,A,ciiu_group_012,False,True
ciiu_0127,0127,Cultivo de plantas con las que se preparan bebidas,class,A,ciiu_group_012,False,True
ciiu_0128,0128,Cultivo de especias y de plantas aromáticas y medicinales,class,A,ciiu_group_012,False,True
ciiu_0129,0129,Otros cultivos permanentes n.c.p.,class,A,ciiu_group_012,False,True
ciiu_group_013,013,Propagación de plantas (actividades de los viveros  excepto viveros forestales),group,A,ciiu_div_01,False,True
ciiu_group_014,014,Ganadería,group,A,ciiu_div_01,False,True
ciiu_0141,0141,Cría de ganado bovino y bufalino,class,A,ciiu_group_014,False,True
ciiu_0142,0142,Cría de caballos y otros equinos,class,A,ciiu_group_014,False,True
ciiu_0143,0143,Cría de ovejas y cabras,class,A,ciiu_group_014,False,True
ciiu_0144,0144,Cría de ganado porcino,class,A,ciiu_group_014,False,True
ciiu_0145,0145,Cría de aves de corral,class,A,ciiu_group_014,False,True
ciiu_0149,0149,Cría de otros animales n.c.p.,class,A,ciiu_group_014,False,True
ciiu_group_015,015,Explotación mixta (agrícola y pecuaria),group,A,ciiu_div_01,False,True
ciiu_group_016,016,Actividades de apoyo a la agricultura y la ganadería  y actividades posteriores a la cosecha,group,A,ciiu_div_01,False,True
ciiu_0161,0161,Actividades de apoyo a la agricultura,class,A,ciiu_group_016,False,True
ciiu_0162,0162,Actividades de apoyo a la ganadería,class,A,ciiu_group_016,False,True
ciiu_0163,0163,Actividades posteriores a la cosecha,class,A,ciiu_group_016,False,True
ciiu_0164,0164,Tratamiento de semillas para propagación,class,A,ciiu_group_016,False,True
ciiu_group_017,017,Caza ordinaria y mediante trampas y actividades de servicios conexas,group,A,ciiu_div_01,False,True
ciiu_div_02,02,Silvicultura y extracción de madera,division,A,ciiu_section_a,False,True
ciiu_group_021,021,Silvicultura y otras actividades forestales,group,A,ciiu_div_02,False,True
ciiu_group_022,022,Extracción de madera,group,A,ciiu_div_02,False,True
ciiu_group_023,023,Recolección de productos forestales diferentes a la madera,group,A,ciiu_div_02,False,True
ciiu_group_024,024,Servicios de apoyo a la silvicultura,group,A,ciiu_div_02,False,True
ciiu_div_03,03,Pesca y acuicultura,division,A,ciiu_section_a,False,True
ciiu_group_031,031,Pesca,group,A,ciiu_div_03,False,True
ciiu_0311,0311,Pesca marítima,class,A,ciiu_group_031,False,True
ciiu_0312,0312,Pesca de agua dulce,class,A,ciiu_group_031,False,True
ciiu_group_032,032,Acuicultura,group,A,ciiu_div_03,False,True
ciiu_0321,0321,Acuicultura marítima,class,A,ciiu_group_032,False,True
ciiu_0322,0322,Acuicultura de agua dulce,class,A,ciiu_group_032,False,True
ciiu_div_05,05,Extracción de carbón de piedra y lignito,division,B,ciiu_section_b,False,True
ciiu_group_051,051,Extracción de hulla (carbón de piedra),group,B,ciiu_div_05,False,True
ciiu_group_052,052,Extracción de carbón lignito,group,B,ciiu_div_05,False,True
ciiu_div_06,06,Extracción de petróleo crudo y gas natural,division,B,ciiu_section_b,False,True
ciiu_group_061,061,Extracción de petróleo crudo,group,B,ciiu_div_06,False,True
ciiu_group_062,062,Extracción de gas natural,group,B,ciiu_div_06,False,True
ciiu_div_07,07,Extracción de minerales metalíferos,division,B,ciiu_section_b,False,True
ciiu_group_071,071,Extracción de minerales de hierro,group,B,ciiu_div_07,False,True
ciiu_group_072,072,Extracción de minerales metalíferos no ferrosos,group,B,ciiu_div_07,False,True
ciiu_0721,0721,Extracción de minerales de uranio y de torio,class,B,ciiu_group_072,False,True
ciiu_0722,0722,Extracción de oro y otros metales preciosos,class,B,ciiu_group_072,False,True
ciiu_0723,0723,Extracción de minerales de níquel,class,B,ciiu_group_072,False,True
ciiu_0729,0729,Extracción de otros minerales metalíferos no ferrosos n.c.p.,class,B,ciiu_group_072,False,True
ciiu_div_08,08,Extracción de otras minas y canteras,division,B,ciiu_section_b,False,True
ciiu_group_081,081,Extracción de piedra  arena  arcillas  cal  yeso  caolín  bentonitas y similares,group,B,ciiu_div_08,False,True
ciiu_0811,0811,Extracción de piedra  arena  arcillas comunes  yeso y anhidrita,class,B,ciiu_group_081,False,True
ciiu_0812,0812,Extracción de arcillas de uso industrial  caliza  caolín y bentonitas,class,B,ciiu_group_081,False,True
ciiu_group_082,082,Extracción de esmeraldas  piedras preciosas y semipreciosas,group,B,ciiu_div_08,False,True
ciiu_group_089,089,Extracción de otros minerales no metálicos n.c.p.,group,B,ciiu_div_08,False,True
ciiu_0891,0891,Extracción de minerales para la fabricación de abonos y productos químicos,class,B,ciiu_group_089,False,True
ciiu_0892,0892,Extracción de halita (sal),class,B,ciiu_group_089,False,True
ciiu_0899,0899,Extracción de otros minerales no metálicos n.c.p.,class,B,ciiu_group_089,False,True
ciiu_div_09,09,Actividades de servicios de apoyo para la explotación de minas,division,B,ciiu_section_b,False,True
ciiu_group_091,091,Actividades de apoyo para la extracción de petróleo y de gas natural,group,B,ciiu_div_09,False,True
ciiu_group_099,099,Actividades de apoyo para otras actividades de explotación de minas y canteras,group,B,ciiu_div_09,False,True
ciiu_div_10,10,Elaboración de productos alimenticios,division,C,ciiu_section_c,False,True
ciiu_group_101,101,Procesamiento y conservación de carne  pescado  crustáceos y moluscos,group,C,ciiu_div_10,False,True
ciiu_1011,1011,Procesamiento y conservación de carne y productos cárnicos,class,C,ciiu_group_101,False,True
ciiu_1012,1012,Procesamiento y conservación de pescados  crustáceos y moluscos,class,C,ciiu_group_101,False,True
ciiu_group_102,102,Procesamiento y conservación de frutas  legumbres  hortalizas y tubérculos,group,C,ciiu_div_10,False,True
ciiu_group_103,103,Elaboración de aceites y grasas de origen vegetal y animal,group,C,ciiu_div_10,False,True
ciiu_group_104,104,Elaboración de productos lácteos,group,C,ciiu_div_10,False,True
ciiu_group_105,105,Elaboración de productos de molinería  almidones y productos derivados del almidón,group,C,ciiu_div_10,False,True
ciiu_1051,1051,Elaboración de productos de molinería,class,C,ciiu_group_105,False,True
ciiu_1052,1052,Elaboración de almidones y productos derivados del almidón,class,C,ciiu_group_105,False,True
ciiu_group_106,106,Elaboración de productos de café,group,C,ciiu_div_10,False,True
ciiu_1061,1061,Trilla de café,class,C,ciiu_group_106,False,True
ciiu_1062,1062,Descafeinado  tostión y molienda del café,class,C,ciiu_group_106,False,True
ciiu_1063,1063,Otros derivados del café,class,C,ciiu_group_106,False,True
ciiu_group_107,107,Elaboración de azúcar y panela,group,C,ciiu_div_10,False,True
ciiu_1071,1071,Elaboración y refinación de azúcar,class,C,ciiu_group_107,False,True
ciiu_1072,1072,Elaboración de panela,class,C,ciiu_group_107,False,True
ciiu_group_108,108,Elaboración de otros productos alimenticios,group,C,ciiu_div_10,False,True
ciiu_1081,1081,Elaboración de productos de panadería,class,C,ciiu_group_108,False,True
ciiu_1082,1082,Elaboración de cacao  chocolate y productos de confitería,class,C,ciiu_group_108,False,True
ciiu_1083,1083,Elaboración de macarrones  fideos  alcuzcuz y productos farináceos similares,class,C,ciiu_group_108,False,True
ciiu_1084,1084,Elaboración de comidas y platos preparados,class,C,ciiu_group_108,False,True
ciiu_1089,1089,Elaboración de otros productos alimenticios n.c.p.,class,C,ciiu_group_108,False,True
ciiu_group_109,109,Elaboración de alimentos preparados para animales,group,C,ciiu_div_10,False,True
ciiu_div_11,11,Elaboración de bebidas,division,C,ciiu_section_c,False,True
ciiu_group_110,110,Elaboración de bebidas,group,C,ciiu_div_11,False,True
ciiu_1101,1101,Destilación  rectificación y mezcla de bebidas alcohólicas,class,C,ciiu_group_110,False,True
ciiu_1102,1102,Elaboración de bebidas fermentadas no destiladas,class,C,ciiu_group_110,False,True
ciiu_1103,1103,Producción de malta  elaboración de cervezas y otras bebidas malteadas,class,C,ciiu_group_110,False,True
ciiu_1104,1104,Elaboración de bebidas no alcohólicas  producción de aguas minerales y de otras aguas embotelladas,class,C,ciiu_group_110,False,True
ciiu_div_12,12,Elaboración de productos de tabaco,division,C,ciiu_section_c,False,True
ciiu_group_120,120,Elaboración de productos de tabaco,group,C,ciiu_div_12,False,True
ciiu_div_13,13,Fabricación de productos textiles,division,C,ciiu_section_c,False,True
ciiu_group_131,131,Preparación  hilatura  tejeduría y acabado de productos textiles,group,C,ciiu_div_13,False,True
ciiu_1311,1311,Preparación e hilatura de fibras textiles,class,C,ciiu_group_131,False,True
ciiu_1312,1312,Tejeduría de productos textiles,class,C,ciiu_group_131,False,True
ciiu_1313,1313,Acabado de productos textiles,class,C,ciiu_group_131,False,True
ciiu_group_139,139,Fabricación de otros productos textiles,group,C,ciiu_div_13,False,True
ciiu_1391,1391,Fabricación de tejidos de punto y ganchillo,class,C,ciiu_group_139,False,True
ciiu_1392,1392,Confección de artículos con materiales textiles  excepto prendas de vestir,class,C,ciiu_group_139,False,True
ciiu_1393,1393,Fabricación de tapetes y alfombras para pisos,class,C,ciiu_group_139,False,True
ciiu_1394,1394,Fabricación de cuerdas  cordeles  cables  bramantes y redes,class,C,ciiu_group_139,False,True
ciiu_1399,1399,Fabricación de otros artículos textiles n.c.p.,class,C,ciiu_group_139,False,True
ciiu_div_14,14,Confección de prendas de vestir,division,C,ciiu_section_c,False,True
ciiu_group_141,141,Confección de prendas de vestir  excepto prendas de piel,group,C,ciiu_div_14,False,True
ciiu_group_142,142,Fabricación de artículos de piel,group,C,ciiu_div_14,False,True
ciiu_group_143,143,Fabricación de artículos de punto y ganchillo,group,C,ciiu_div_14,False,True
ciiu_div_15,15,Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje  maletas  bolsos de mano y artículos similares  y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles,division,C,ciiu_section_c,False,True
ciiu_group_151,151,Curtido y recurtido de cueros; fabricación de artículos de viaje  bolsos de mano y artículos similares  y fabricación de artículos de talabartería y guarnicionería  adobo y teñido de pieles,group,C,ciiu_div_15,False,True
ciiu_1511,1511,Curtido y recurtido de cueros; recurtido y teñido de pieles,class,C,ciiu_group_151,False,True
ciiu_1512,1512,Fabricación de artículos de viaje  bolsos de mano y artículos similares elaborados en cuero  y fabricación de artículos de talabartería y guarnicionería,class,C,ciiu_group_151,False,True
ciiu_1513,1513,Fabricación de artículos de viaje  bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales,class,C,ciiu_group_151,False,True
ciiu_group_152,152,Fabricación de calzado,group,C,ciiu_div_15,False,True
ciiu_1521,1521,Fabricación de calzado de cuero y piel  con cualquier tipo de suela,class,C,ciiu_group_152,False,True
ciiu_1522,1522,Fabricación de otros tipos de calzado  excepto calzado de cuero y piel,class,C,ciiu_group_152,False,True
ciiu_1523,1523,Fabricación de partes del calzado,class,C,ciiu_group_152,False,True
ciiu_div_16,16,Transformación de la madera y fabricación de productos de madera y de corcho  excepto muebles; fabricación de artículos de cestería y espartería,division,C,ciiu_section_c,False,True
ciiu_group_161,161,Aserrado  acepillado e impregnación de la madera,group,C,ciiu_div_16,False,True
ciiu_group_162,162,Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados  tableros laminados  tableros de partículas y otros tableros y paneles,group,C,ciiu_div_16,False,True
ciiu_group_163,163,Fabricación de partes y piezas de madera  de carpintería y ebanistería para la construcción,group,C,ciiu_div_16,False,True
ciiu_group_164,164,Fabricación de recipientes de madera,group,C,ciiu_div_16,False,True
ciiu_group_169,169,Fabricación de otros productos de madera; fabricación de artículos de corcho  cestería y espartería,group,C,ciiu_div_16,False,True
ciiu_div_17,17,Fabricación de papel  cartón y productos de papel y cartón,division,C,ciiu_section_c,False,True
ciiu_group_170,170,Fabricación de papel  cartón y productos de papel y cartón,group,C,ciiu_div_17,False,True
ciiu_1701,1701,Fabricación de pulpas (pastas) celulósicas; papel y cartón,class,C,ciiu_group_170,False,True
ciiu_1702,1702,Fabricación de papel y cartón ondulado (corrugado); fabricación de envases  empaques y de embalajes de papel y cartón.,class,C,ciiu_group_170,False,True
ciiu_1709,1709,Fabricación de otros artículos de papel y cartón,class,C,ciiu_group_170,False,True
ciiu_div_18,18,Actividades de impresión y de producción de copias a partir de grabaciones originales,division,C,ciiu_section_c,False,True
ciiu_group_181,181,Actividades de impresión y actividades de servicios relacionados con la impresión,group,C,ciiu_div_18,False,True
ciiu_1811,1811,Actividades de impresión,class,C,ciiu_group_181,False,True
ciiu_1812,1812,Actividades de servicios relacionados con la impresión,class,C,ciiu_group_181,False,True
ciiu_group_182,182,Producción de copias a partir de grabaciones originales,group,C,ciiu_div_18,False,True
ciiu_div_19,19,Coquización  fabricación de productos de la refinación del petróleo y actividad de mezcla de combustibles,division,C,ciiu_section_c,False,True
ciiu_group_191,191,Fabricación de productos de hornos de coque,group,C,ciiu_div_19,False,True
ciiu_group_192,192,Fabricación de productos de la refinación del petróleo,group,C,ciiu_div_19,False,True
ciiu_1921,1921,Fabricación de productos de la refinación del petróleo,class,C,ciiu_group_192,False,True
ciiu_1922,1922,Actividad de mezcla de combustibles,class,C,ciiu_group_192,False,True
ciiu_div_20,20,Fabricación de sustancias y productos químicos,division,C,ciiu_section_c,False,True
ciiu_group_201,201,Fabricación de sustancias químicas básicas  abonos y compuestos inorgánicos nitrogenados  plásticos y caucho sintético en formas primarias,group,C,ciiu_div_20,False,True
ciiu_2011,2011,Fabricación de sustancias y productos químicos básicos,class,C,ciiu_group_201,False,True
ciiu_2012,2012,Fabricación de abonos y compuestos inorgánicos nitrogenados,class,C,ciiu_group_201,False,True
ciiu_2013,2013,Fabricación de plásticos en formas primarias,class,C,ciiu_group_201,False,True
ciiu_2014,2014,Fabricación de caucho sintético en formas primarias,class,C,ciiu_group_201,False,True
ciiu_group_202,202,Fabricación de otros productos químicos,group,C,ciiu_div_20,False,True
ciiu_2021,2021,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,class,C,ciiu_group_202,False,True
ciiu_2022,2022,Fabricación de pinturas  barnices y revestimientos similares  tintas para impresión y masillas,class,C,ciiu_group_202,False,True
ciiu_2023,2023,Fabricación de jabones y detergentes  preparados para limpiar y pulir; perfumes y preparados de tocador,class,C,ciiu_group_202,False,True
ciiu_2029,2029,Fabricación de otros productos químicos n.c.p.,class,C,ciiu_group_202,False,True
ciiu_group_203,203,Fabricación de fibras sintéticas y artificiales,group,C,ciiu_div_20,False,True
ciiu_div_21,21,Fabricación de productos farmacéuticos  sustancias químicas medicinales y productos botánicos de uso farmacéutico,division,C,ciiu_section_c,False,True
ciiu_group_210,210,Fabricación de productos farmacéuticos  sustancias químicas medicinales y productos botánicos de uso farmacéutico,group,C,ciiu_div_21,False,True
ciiu_div_22,22,Fabricación de productos de caucho y de plástico,division,C,ciiu_section_c,False,True
ciiu_group_221,221,Fabricación de productos de caucho,group,C,ciiu_div_22,False,True
ciiu_2211,2211,Fabricación de llantas y neumáticos de caucho,class,C,ciiu_group_221,False,True
ciiu_2212,2212,Reencauche de llantas usadas,class,C,ciiu_group_221,False,True
ciiu_2219,2219,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,class,C,ciiu_group_221,False,True
ciiu_group_222,222,Fabricación de productos de plástico,group,C,ciiu_div_22,False,True
ciiu_2221,2221,Fabricación de formas básicas de plástico,class,C,ciiu_group_222,False,True
ciiu_2229,2229,Fabricación de artículos de plástico n.c.p.,class,C,ciiu_group_222,False,True
ciiu_div_23,23,Fabricación de otros productos minerales no metálicos,division,C,ciiu_section_c,False,True
ciiu_group_231,231,Fabricación de vidrio y productos de vidrio,group,C,ciiu_div_23,False,True
ciiu_group_239,239,Fabricación de productos minerales no metálicos n.c.p.,group,C,ciiu_div_23,False,True
ciiu_2391,2391,Fabricación de productos refractarios,class,C,ciiu_group_239,False,True
ciiu_2392,2392,Fabricación de materiales de arcilla para la construcción,class,C,ciiu_group_239,False,True
ciiu_2393,2393,Fabricación de otros productos de cerámica y porcelana,class,C,ciiu_group_239,False,True
ciiu_2394,2394,Fabricación de cemento  cal y yeso,class,C,ciiu_group_239,False,True
ciiu_2395,2395,Fabricación de artículos de hormigón  cemento y yeso,class,C,ciiu_group_239,False,True
ciiu_2396,2396,Corte  tallado y acabado de la piedra,class,C,ciiu_group_239,False,True
ciiu_2399,2399,Fabricación de otros productos minerales no metálicos n.c.p.,class,C,ciiu_group_239,False,True
ciiu_div_24,24,Fabricación de productos metalúrgicos básicos,division,C,ciiu_section_c,False,True
ciiu_group_241,241,Industrias básicas de hierro y de acero,group,C,ciiu_div_24,False,True
ciiu_group_242,242,Industrias básicas de metales preciosos y de metales no ferrosos,group,C,ciiu_div_24,False,True
ciiu_2421,2421,Industrias básicas de metales preciosos,class,C,ciiu_group_242,False,True
ciiu_2429,2429,Industrias básicas de otros metales no ferrosos,class,C,ciiu_group_242,False,True
ciiu_group_243,243,Fundición de metales,group,C,ciiu_div_24,False,True
ciiu_2431,2431,Fundición de hierro y de acero,class,C,ciiu_group_243,False,True
ciiu_2432,2432,Fundición de metales no ferrosos,class,C,ciiu_group_243,False,True
ciiu_div_25,25,Fabricación de productos elaborados de metal  excepto maquinaria y equipo,division,C,ciiu_section_c,False,True
ciiu_group_251,251,Fabricación de productos metálicos para uso estructural  tanques  depósitos y generadores de vapor,group,C,ciiu_div_25,False,True
ciiu_2511,2511,Fabricación de productos metálicos para uso estructural,class,C,ciiu_group_251,False,True
ciiu_2512,2512,Fabricación de tanques  depósitos y recipientes de metal  excepto los utilizados para el envase o transporte de mercancías,class,C,ciiu_group_251,False,True
ciiu_2513,2513,Fabricación de generadores de vapor  excepto calderas de agua caliente para calefacción central,class,C,ciiu_group_251,False,True
ciiu_group_252,252,Fabricación de armas y municiones,group,C,ciiu_div_25,False,True
ciiu_group_259,259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,group,C,ciiu_div_25,False,True
ciiu_2591,2591,Forja  prensado  estampado y laminado de metal; pulvimetalurgia,class,C,ciiu_group_259,False,True
ciiu_2592,2592,Tratamiento y revestimiento de metales; mecanizado,class,C,ciiu_group_259,False,True
ciiu_2593,2593,Fabricación de artículos de cuchillería  herramientas de mano y artículos de ferretería,class,C,ciiu_group_259,False,True
ciiu_2599,2599,Fabricación de otros productos elaborados de metal n.c.p.,class,C,ciiu_group_259,False,True
ciiu_div_26,26,Fabricación de productos informáticos  electrónicos y ópticos,division,C,ciiu_section_c,False,True
ciiu_group_261,261,Fabricación de componentes y tableros electrónicos,group,C,ciiu_div_26,False,True
ciiu_group_262,262,Fabricación de computadoras y de equipo periférico,group,C,ciiu_div_26,False,True
ciiu_group_263,263,Fabricación de equipos de comunicación,group,C,ciiu_div_26,False,True
ciiu_group_264,264,Fabricación de aparatos electrónicos de consumo,group,C,ciiu_div_26,False,True
ciiu_group_265,265,Fabricación de equipo de medición  prueba  navegación y control; fabricación de relojes,group,C,ciiu_div_26,False,True
ciiu_2651,2651,Fabricación de equipo de medición  prueba  navegación y control,class,C,ciiu_group_265,False,True
ciiu_2652,2652,Fabricación de relojes,class,C,ciiu_group_265,False,True
ciiu_group_266,266,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,group,C,ciiu_div_26,False,True
ciiu_group_267,267,Fabricación de instrumentos ópticos y equipo fotográfico,group,C,ciiu_div_26,False,True
ciiu_group_268,268,Fabricación de medios magnéticos y ópticos para almacenamiento de datos,group,C,ciiu_div_26,False,True
ciiu_div_27,27,Fabricación de aparatos y equipo eléctrico,division,C,ciiu_section_c,False,True
ciiu_group_271,271,Fabricación de motores  generadores y transformadores eléctricos y de aparatos de distribución y control de la energía eléctrica,group,C,ciiu_div_27,False,True
ciiu_2711,2711,Fabricación de motores  generadores y transformadores eléctricos,class,C,ciiu_group_271,False,True
ciiu_2712,2712,Fabricación de aparatos de distribución y control de la energía eléctrica,class,C,ciiu_group_271,False,True
ciiu_group_272,272,Fabricación de pilas  baterías y acumuladores eléctricos,group,C,ciiu_div_27,False,True
ciiu_group_273,273,Fabricación de hilos y cables aislados y sus dispositivos,group,C,ciiu_div_27,False,True
ciiu_2731,2731,Fabricación de hilos y cables eléctricos y de fibra óptica,class,C,ciiu_group_273,False,True
ciiu_2732,2732,Fabricación de dispositivos de cableado,class,C,ciiu_group_273,False,True
ciiu_group_274,274,Fabricación de equipos eléctricos de iluminación,group,C,ciiu_div_27,False,True
ciiu_group_275,275,Fabricación de aparatos de uso doméstico,group,C,ciiu_div_27,False,True
ciiu_group_279,279,Fabricación de otros tipos de equipo eléctrico n.c.p.,group,C,ciiu_div_27,False,True
ciiu_div_28,28,Fabricación de maquinaria y equipo n.c.p.,division,C,ciiu_section_c,False,True
